sister-site,71
wordpress,17
quickel,0
49p/e,6
greatness,6
200call,8
debt-gdp,39
due2,71
dnp,8
darvas/william,8
protfit,8
10/20sma,8
on-fire,8
1/5th,26
sedative,8
breakotus,8
ballisitic,8
verde,8
nflx?stock,8
inabilty,8
safeguard,8
targlob,71
duen,8
duel,0
azk,23
yesterday-made,8
azn,23
azo,77
anti-tax,71
downtrend20ema,8
mgam,8
azc,8
earily,8
smasher,8
y78,23
break-up,71
azz,6
martian,6
unanimous,17
duex,8
apr12th,3
duet,8
shortfrom,8
pro-gap,8
pricing,5
fazzer,8
passenger,59
caution-earnings,8
disgrace,17
argghh,8
trader/dancer,8
minaj,71
p1115,8
unnerve,6
ance,8
sparc,8
amarin,8
net-add,71
bourdain,8
onhim,8
internet/broadband,71
timezone,6
index.notes,8
30b,6
anti-dollar,8
kickng,8
slideshare,8
eventual,23
guitner,71
nick-nack,8
sex-for-tix,0
axref,8
cyou,8
karajan,6
yule,8
week/talk,71
pictorl,6
pasadena,18
role,59
chat?why,71
rolf,6
schemin,8
off-crash,8
roll,22
old.that,8
theorist,0
intend,15
preannouncement,0
good1,8
ointment,0
outage,15
dermatology-laser,8
highwind,71
somehting,71
o-bam-ya,71
carmelo,71
devon,17
intent,15
reailty,71
harveydentist,8
variable,19
up.watch,8
danske,71
mobwar,71
lorem,71
botinque,8
shootout,6
scalpy,8
degeree,8
yahooooooooooooo,8
overning,8
over-estimated,8
hrs/nite,8
wozniackus,8
earnng,71
pre-declined,6
qe1/lite,8
gett,6
l16,23
bgpc,8
trend-line/200,8
osx,71
proficient,8
segmnt,71
t.s.,8
chain,59
a.h.,8
machination,71
video-loving,8
osu,8
ost,8
bre-x,6
osk,26
truckfull,8
annnnnd,8
3-pointer,6
oso,8
osn,8
rieng.x,23
chair,36
dniach,8
ose,8
bankrchick,6
osg,71
raggy,8
czar?this,71
bitchin,8
catalyt,8
baller,26
therestp,8
81.81,8
mexed,8
piigs-related,8
crater,51
revelsal/bounce,8
mache,8
beeeeauuutiful,8
aggregrate,71
indivd,8
longoria/parker/brent,8
macho,71
oversight,19
aututrade,8
hedgefunds,71
tenacious,8
bloomberg/factset/etc,8
makara,8
affectng,0
jerk,15
this.litigation,71
stayn,8
iggy,71
need-basis,71
os4,17
olympus,23
choice,74
hardwork,71
stayu,71
colapse,15
gloomy,17
cree-ching,8
rationality,17
klout,8
jerz,6
monetisation,17
davey,71
minuta,8
corp.,5
exact,74
scalpe,8
minute,7
day-trades,8
refueler,71
boudary,8
cooky,15
btween,23
minster,0
skewed,26
thaler,0
expansion/reversal,8
cooke,17
westcliff,71
skewer,0
companies/stories,71
incldng,8
michaelwrightfx,8
wiki-leaked,8
backwrd,8
shortsqueeze,39
prwt,77
anvr,8
twgp,8
gsit,71
traders-feel,71
support/res,23
ritec.x,71
scen,8
orbitz,71
imminenet,8
heavyweight,51
from49,8
fnus,71
lookingreally,8
incrementally,26
buuy,8
shorts.for,8
chartg,71
technalysis,8
speck,8
headset,15
hwadquarter,71
ny-wa,8
high-marg,0
nawt,8
groung,8
antwerp,8
abdullah,71
go-giver,8
wayward,8
calneder,8
econimic,71
whoah,8
uktime,6
ground,82
boost,38
ufb,8
spech,23
nov4th,23
l.p.,71
up.news,71
cnoa,8
2457k,71
soike,8
consolidt,8
honour,8
espcially,71
vanderbilt,71
to1027,71
semi-annually,8
consolida,8
paragon,8
uff,8
address,13
chit-chat,6
breaish,8
xtreme,8
rework,6
nexta,8
zerobrain,71
1154ish,8
prector,6
tranding,23
dusty,71
ask.its,8
gold/pm,8
hsu.to,8
queue,51
carefult,8
venenati,71
throughput,0
proponent,51
pollyanna,6
audi5000,8
cluless,71
on4/12,8
12-month,37
thorazine,71
durbin,17
jindal,71
boooooooo,26
oem,0
incre,6
umpq,26
low-correlated,71
petroleo,71
cacophony,8
pullbaack,8
umpf,8
ufp,8
all.jobless,71
money/cnbc,8
yeaaaaaahhhhhh,8
dntrend,23
2bucks,8
umph,8
darnell,71
.8203,8
wullybull64,8
working,77
aoxing,71
hyatt,17
blackwater,0
fx-heaven,8
oil/gold,23
risk.,8
determination-it,8
thing-added,8
wank,8
symmertical,8
optionmonster,6
bloggers/traders,8
halladay,71
familar,8
econmy,71
moi,23
fbp.like,8
suckas,8
sudo-support,8
transwitch,8
qeius,74
cpg.to,71
ooooooh,71
tundra,0
wvu,71
thompson,6
paulwoll,6
price-volume,8
wva,71
cuanto,71
convitction,8
test5,8
today...slumber-j,8
g15,8
lowercase,71
anybetter,6
juste,23
answerthi,8
pooper,8
ushousing,23
upper-bb,8
up-versus-down,8
5xlong,23
oscillator,49
degf,71
yestertday,8
kiev,71
dec14th,8
cheepo,8
eur/gbp,23
following,0
blue.i,8
jukebox,8
u2pod,8
listenn,8
550million,8
locke,6
listend,8
today.wkly,8
accumulaton.nice,71
viet-nam,8
hashanna,8
parachute,6
incremental,17
himself2us,8
lokin,8
join/visit,38
nervous/excited,8
week-end,51
****************************,8
multi-colored,6
litre,71
mini-palming,6
crashtag,8
events.heavy,8
tictoc,6
rigomorti,8
days-throwing,71
okely,8
aleready,8
eagleford,6
stock/sector,8
thermodynamics,71
bought?along,8
raisk,39
feb-mar,26
consolidator,8
82.34,8
premium-chinese,8
457k,37
meddler,8
horizotal,8
custer,8
kraig,8
low-ish,23
mid-jul,8
atac,8
tech.here,8
convincingly,8
folks-not,8
commensurately,0
guvmint,0
unaudited,71
ulrashort,26
harmom,71
tradimg,8
brainless,8
harmon,71
underneathe,8
odino,8
bernank,71
surfing,23
pleanty,71
jonnie,6
re-shorted,8
bluster,8
miss-er,71
sormy,71
juicebox,8
quadrant,8
regressive,0
sandbox,6
mango,6
middle-income,8
quality/high,8
something.short,8
skirmish,71
shmindzonpalooza,8
ocassionally,8
blowup,15
ayya,8
aghhhh,26
halfmy,8
touristy,8
pump-n-dump,8
sout,8
webpage,6
movement.iam,8
forbeschat,8
bastards.itll,8
northkoreabad,8
mortamer,8
yearn,71
grrrrrrrrrrind,8
side.in,8
paleoanthropology,0
grammy,6
jif,8
jig,6
milken,6
overlord,6
disconnect,19
everythng,23
slimeball,8
partianl,8
jin,71
jim,13
mudder,8
tulo,8
jit,8
jumpsha,71
nav-i,71
wahlberg,8
stevep,0
tuly,71
suspension,17
troubled,59
no-brainer,6
milker,8
scratch-off,71
apron,0
shacken,8
nh-nl,8
outlk,71
civilian,6
swgnv,71
buble,8
synapse,6
indigenous,71
technocolor,8
spyker,17
chicory,71
beloww,8
drilling,45
tapetweet,8
aprox,26
dingleberry,71
hiot,8
47pip,8
lichtenstein,6
\,27
annoce,71
infosy,37
.8999,8
didd,12
rambut,8
longs/shorts,23
hickory,0
hahahaaaaa,8
nikkie,8
vrnt,71
alphatrend,18
.8995,23
one-day-work,8
mid-size,0
.8996,8
vrnm,8
fisherman,15
booomm,71
50day/51,8
instability,17
bounce-will,8
quarter,48
stahler,71
150day,8
retrieve,0
bursting,0
miil,8
exelon,0
salade,0
receipt,19
inside/surveillance,71
financeiro,71
basicalyl,8
sponsor,59
singletarry,8
dvds-in-the-mail,8
feingold,71
receipe,71
hemke,71
nsr,8
bllion,8
point.up,23
troll,6
yankees/redsox,8
cytk,71
eurkiwus,23
1170,8
target/resistance,8
non-yen,71
cytx,8
interner,71
strongness,8
tuukka,71
internet,47
ezch,77
cytr,71
12nov,8
sox359.47-1,8
here.see,8
macedon,71
landlord/owner,8
deutschmark,0
strongst,8
hibernate,23
levrg,8
p14t3a-2g,8
hairdresser,6
added/bought,8
brassiere,71
adddition,8
fees.that,8
finacnail,71
long.pulling,8
chart/subject,8
snooker,8
complicated,51
grandma,15
humbl,71
byte,8
mar-9,8
67mm,8
60.85,8
houseee,8
alabina,71
benioff,8
brasil,71
speculativ,71
5y10y,8
poker-face,8
trending/consolidating,0
huckster,71
modest,39
carefule,8
up.looking,8
initiate,69
hamer,8
79c,0
gordon,35
comback,23
79k,8
neglect,15
manufactor,8
2/3s,8
emotion,60
orther,23
onh,8
lunchbreak,26
saving,35
ono,8
symmetry,27
headbanger,6
onb,8
homebuyertaxcredit,71
ona,8
westlake,8
ong,23
parkinson,71
one,66
tao-ist,71
ony,17
mignon,71
punishable,71
periodical,6
space/suspect,8
appda,8
onp,77
onv,71
onw,8
ont,51
news/fear,8
looong,6
8-10x,8
default.they,0
penitence,8
teardown,6
beforeunexpect,8
broadcom,23
tests.hardest,8
mini-gap,8
18b,8
resistace,8
pennantpark,8
interventio,8
embalming,8
fire.nice,71
credle-esque,23
vix/true,8
multi-finewill,8
buy-cross,23
xchnage,71
d-back,71
progr,8
pre-pop,8
shawn,17
chinese-american,71
surger,8
valueinvest,71
immelt,6
snatch,15
0.8620,8
marko,71
shawt,8
devito,6
arround,8
yorik,8
on2,71
stock/calls,8
houses-us,0
enewsletter,71
franco-nevada,71
famine,23
kerry-lieberman,71
oct11th,3
cover.their,8
dltr,77
specialberry,8
otcstockshark,8
non-stop,6
amerigroup,8
so-so,8
rehab,51
unfit,71
unfortunetly,8
replug,71
cessation,8
callssince,8
euro-denominated,71
ascendancy,71
proactive,17
disasterous,71
schweeet,8
ipo/retailers,8
illness,17
turnen,8
aussie/yen,8
ahhhhhhhh,8
sma200weekly,8
cbli,0
emea,0
usaaa,0
sylvain,0
fofice,8
uninterrupted,8
turner,17
thelin,8
tv/cable,6
pimpin,8
strugggle,8
from/to,8
europeam,23
zoe,17
fashionable,0
coliseum,8
kiklighter,6
mayeb,71
black-scholes,8
mag/beck,8
zoo,17
high.any,8
rocktoberfest,71
zor,51
arouind,71
zou,71
volume.exactly,8
jerchess,8
st.a,6
mayer,71
spritz,8
pimple,17
plattform,8
treadmark,8
printer,17
offload,64
chitown,8
wallstreetrader,8
opposite,66
buffer,8
getta,71
mcwilliam,71
buffet,13
toooo,8
perma-clown,8
multiuse,8
buffen,71
to1212,8
fsc.bz,8
reverse-splits,8
lvs-pumping,8
84.60-70,8
breaktrough,8
thsi,71
cum.tick,8
x-resistance,8
mooooorning,8
touchy,6
to1217,8
rehold,8
phil,7
thse,23
trendline/support,23
whipper,8
americanlit,8
systemic/structurally,71
touche,0
action/tape,8
jittery,26
200week,8
earyl,8
gtoday,71
chinese/us,8
runniong,8
sec.prog-able,71
r.kelly,17
wynn,77
elay,8
qoq,48
earths-rich,8
pipsm,8
infuriate,8
madnessthat,6
friction,71
vhahahaha,8
5wk,8
sherrod,0
elan,8
qod,8
inconsistent,17
2wick,8
qoo,8
seedcamp,8
aggressive,82
entrystop,8
managementmanager,8
there/on,8
opionion,8
ouchy,6
recomended,8
bio-pharma,6
transact,71
cyberwarfare,8
goddy,8
capituled,23
10-yr-old,6
attachmate,71
annonc,8
presse,8
ouchh,71
peus,71
sayssomething,6
complexion,8
twitter10,71
isso,8
intraday/multiday,8
fast-grower,8
greatgraphic,8
woodbury,8
sppus,71
.6694,8
exhuberant,8
macgyver,51
simplistic,6
monde,71
sustaianbility,0
acquisition.it,23
monda,8
gooooooooooooooal,71
ytd,75
ma50,27
bboarder,8
sharefromipad,6
pimp,15
trex,8
was/is,23
becoem,8
tankzillum,8
tikt,8
bathwater,0
yesterday.keeping,23
megadroid,71
carrion,8
pime,71
tryi,8
bbd.b,0
hahvahd,71
trye,8
asnd,23
pimm,0
suggetion,8
vision,15
20/tl,8
zorrareearth,8
manufactr,8
poppiign,8
biidu,8
okkervil,8
unwarrented,6
all.u,8
waaambulance,8
fraiser,8
non-indexed,71
rbpi21,8
wideband,71
weatherford,0
tradethough,8
x-employee,8
refresher,6
dexter,6
deck-added,8
tcnet,8
stocks.lemme,71
wallmart,0
alarming,6
live/learn,8
sponsorship,17
pearlman,18
5y/10yr,71
87.27,8
172k,8
disovery,8
nsrgy,71
mickey/goofy/dumbo,8
vender,71
duncan-william,8
reallity,8
nuan,64
realyy,8
caal,8
nbtf,8
caah,0
highs.imo,8
offer.thats,8
fip,8
winnner,8
punto,71
umpires/refs,8
infrastr,8
footie,8
analyzer,8
hargett,26
overbotness,8
menacing,23
credit-default,0
barge-reactor,71
caas,8
bfp,71
tsus,71
concentrated,0
bpyield,8
